TORG,GROUP,PRIMARY,TOPS,GTD,UCDP-GTD.dif,UCDP,MAROB.ORGID,MAROB.GRP-NUM,MAR.GRP,YRFIRST,YRLAST,TOPS.YR1,GTD.YR1,UCDP.YR1,GTD.YRLST,UCDP.YRLST,HBASE,TOPS-ISO,GTD-ISO,UCDP-ISO,MAROB-ISO,RGN.CODE,HBASE.CC
T317,NATIONAL LIBERATION ARMY (BOLIVIA),0,TP237,0,0,U1582,0,0,,1966,1967,1966,,1967,,1967,BOL,BOL,,BOL,,SOUTH AMERICA,145
T318,NATIONAL LIBERATION ARMY OF COLOMBIA (ELN),1,TP218,G53,0,U1605,0,0,,1964,2012,1964,1972,1966,2012,2010,COL,COL,"COL, VEN",COL,,SOUTH AMERICA,100
T318,EJÉRCITO DE LIBERACIÓN NACIONAL,0,TP218,G53,0,U1605,0,0,,1964,2012,1964,1972,1966,2012,2010,COL,COL,"COL, VEN",COL,,SOUTH AMERICA,100
T318,EJERCITO DE LIBERACION NACIONAL (ELN),0,TP218,G53,0,U1605,0,0,,1964,2012,1964,1972,1966,2012,2010,COL,COL,"COL, VEN",COL,,SOUTH AMERICA,100
T318,NATIONAL LIBERATION ARMY (COLOMBIA),0,TP218,G53,0,U1605,0,0,,1964,2012,1964,1972,1966,2012,2010,COL,COL,"COL, VEN",COL,,SOUTH AMERICA,100
T318,NATIONAL LIBERATION ARMY (COLOMBIA) (ELN),0,TP218,G53,0,U1605,0,0,,1964,2012,1964,1972,1966,2012,2010,COL,COL,"COL, VEN",COL,,SOUTH AMERICA,100
T319,NATIONAL LIBERATION FRONT OF TRIPURA (NLFT),1,TP3644,G282,0,U1150,0,0,,1989,2012,1989,1992,1995,2012,2006,IND,"BGD, IND","IND, BGD",IND,,SOUTH ASIA,750
T319,NATIONAL LIBERATION FRONT OF TRIPIURA (NLFT),0,TP3644,G282,0,U1150,0,0,,1989,2012,1989,1992,1995,2012,2006,IND,"BGD, IND","IND, BGD",IND,,SOUTH ASIA,750
T319,NATIONAL LIBERATION FRONT OF TRIPURA,0,TP3644,G282,0,U1150,0,0,,1989,2012,1989,1992,1995,2012,2006,IND,"BGD, IND","IND, BGD",IND,,SOUTH ASIA,750
T320,NATIONAL PATRIOTIC FRONT OF LIBERIA (NPFL),1,TP4157,G338,0,0,0,0,,1984,1996,1984,1990,,1996,,LBR,"CIV, LBR, LBY","LBR, SLE, GIN",,,SUB-SAHARAN AFRICA,450
T321,NATIONAL REVOLUTIONARY COMMAND (OMAR AL-MUKHTAR),1,TP277,G1170,0,0,0,0,,1986,1986,1986,1986,,1986,,LBN,LBN,LBN,,,MIDDLE EAST & NORTH AFRICA,660
T321,NATIONAL REVOLUTIONARY COMMAND (UMAR AL-MUKHTAR),0,TP277,G1170,0,0,0,0,,1986,1986,1986,1986,,1986,,LBN,LBN,LBN,,,MIDDLE EAST & NORTH AFRICA,660
T321,OMAR AL MUKHTAR,0,TP277,G1170,0,0,0,0,,1986,1986,1986,1986,,1986,,LBN,LBN,LBN,,,MIDDLE EAST & NORTH AFRICA,660
T321,OMAR AL-MUKHTAR,0,TP277,G1170,0,0,0,0,,1986,1986,1986,1986,,1986,,LBN,LBN,LBN,,,MIDDLE EAST & NORTH AFRICA,660
T321,UMAR AL MUKHTAR,0,TP277,G1170,0,0,0,0,,1986,1986,1986,1986,,1986,,LBN,LBN,LBN,,,MIDDLE EAST & NORTH AFRICA,660
T321,UMAR AL-MUKHTAR,0,TP277,G1170,0,0,0,0,,1986,1986,1986,1986,,1986,,LBN,LBN,LBN,,,MIDDLE EAST & NORTH AFRICA,660
T322,NATIONAL WARRIORS,1,TP3647,0,0,0,0,0,,2002,0,,,,,,ZAF,ZAF,,,,SUB-SAHARAN AFRICA,560
T322,BOER NATION WARRIORS,0,TP3647,0,0,0,0,0,,2002,0,,,,,,ZAF,ZAF,,,,SUB-SAHARAN AFRICA,560
T322,BOEREVOLK KRYGERS,0,TP3647,0,0,0,0,0,,2002,0,,,,,,ZAF,ZAF,,,,SUB-SAHARAN AFRICA,560
T322,BOEREVOLK-KRYGERS,0,TP3647,0,0,0,0,0,,2002,0,,,,,,ZAF,ZAF,,,,SUB-SAHARAN AFRICA,560
T322,NASIONALE KRYGERS,0,TP3647,0,0,0,0,0,,2002,0,,,,,,ZAF,ZAF,,,,SUB-SAHARAN AFRICA,560
T322,WARRIORS OF THE BOER NATION,0,TP3647,0,0,0,0,0,,2002,0,,,,,,ZAF,ZAF,,,,SUB-SAHARAN AFRICA,560
T323,NATIONAL YOUTH RESISTANCE ORGANIZATION,1,TP4159,G1658,0,0,0,0,,1973,1973,,1973,,1973,,ITA,ITA,GRC,,,WESTERN EUROPE,325
T324,NATIONALIST KURDISH REVENGE TEAMS,1,TP75,0,0,0,0,0,,1999,0,,,,,,TUR,TUR,,,,MIDDLE EAST & NORTH AFRICA,640
T324,MILLIYETCI KURT INTIKAM TIMLERI,0,TP75,0,0,0,0,0,,1999,0,,,,,,TUR,TUR,,,,MIDDLE EAST & NORTH AFRICA,640
T324,NATIONAL KURDISH REVENGE TEAMS,0,TP75,0,0,0,0,0,,1999,0,,,,,,TUR,TUR,,,,MIDDLE EAST & NORTH AFRICA,640
T325,NESTOR PAZ ZAMORA COMMISSION,1,TP3410,G135,0,0,0,0,,1990,1990,1990,1990,,1990,,BOL,BOL,BOL,,,SOUTH AMERICA,145
T325,COMISIÓN DE NÉSTOR PAZ ZAMORA,0,TP3410,G135,0,0,0,0,,1990,1990,1990,1990,,1990,,BOL,BOL,BOL,,,SOUTH AMERICA,145
T325,COMISION DE NESTOR PAZ ZAMORA (CNPZ),0,TP3410,G135,0,0,0,0,,1990,1990,1990,1990,,1990,,BOL,BOL,BOL,,,SOUTH AMERICA,145
T325,COMISIÓN DE NÉSTOR PAZ ZAMORA (CNPZ),0,TP3410,G135,0,0,0,0,,1990,1990,1990,1990,,1990,,BOL,BOL,BOL,,,SOUTH AMERICA,145
T325,NESTOR PAZ ZAMORA COMMISSION (CNPZ),0,TP3410,G135,0,0,0,0,,1990,1990,1990,1990,,1990,,BOL,BOL,BOL,,,SOUTH AMERICA,145
T326,NEW AFRIKAN FREEDOM FIGHTERS,1,TP3237,0,0,0,0,0,,0,0,1980S,,,,,USA,USA,,,,NORTH AMERICA,2
T326,NEW AFRICAN FREEDOM FIGHTERS,0,TP3237,0,0,0,0,0,,0,0,1980S,,,,,USA,USA,,,,NORTH AMERICA,2
T326,THE NEW YORK EIGHT,0,TP3237,0,0,0,0,0,,0,0,1980S,,,,,USA,USA,,,,NORTH AMERICA,2
T327,NEW ARMENIAN RESISTANCE (NAR),1,TP262,G1415,0,0,0,0,,1977,1983,1977,1978,,1983,,BEL,"BEL, FRA, ITA, GBR","FRA, CHE, ITA, FRG, BEL, LUX, LKA",,,WESTERN EUROPE,211
T327,NEW ARMENIAN RESISTANCE,0,TP262,G1415,0,0,0,0,,1977,1983,1977,1978,,1983,,BEL,"BEL, FRA, ITA, GBR","FRA, CHE, ITA, FRG, BEL, LUX, LKA",,,WESTERN EUROPE,211
T328,NEW PEOPLE'S ARMY (NPA),1,TP203,G140,0,0,0,0,,1969,2012,1969,1970,,2012,,PHL,PHL,"PHL, PAK, IND",,,SOUTHEAST ASIA,840
T328,NEW PEOPLES ARMY,0,TP203,G140,0,0,0,0,,1969,2012,1969,1970,,2012,,PHL,PHL,"PHL, PAK, IND",,,SOUTHEAST ASIA,840
T328,NEW PEOPLES' ARMY,0,TP203,G140,0,0,0,0,,1969,2012,1969,1970,,2012,,PHL,PHL,"PHL, PAK, IND",,,SOUTHEAST ASIA,840
T328,NEW PEOPLE'S ARMY,0,TP203,G140,0,0,0,0,,1969,2012,1969,1970,,2012,,PHL,PHL,"PHL, PAK, IND",,,SOUTHEAST ASIA,840
T328,SPARROW SQUADS,0,TP203,G140,0,0,0,0,,1969,2012,1969,1970,,2012,,PHL,PHL,"PHL, PAK, IND",,,SOUTHEAST ASIA,840
T329,RED BRIGADES,1,TP76,G162,0,0,0,0,,1974,1990,1984,1974,,1990,,ITA,ITA,"ITA, FRA, GBR",,,WESTERN EUROPE,325
T329,BRIGATE ROSSE (BR),0,TP76,G162,0,0,0,0,,1974,1990,1984,1974,,1990,,ITA,ITA,"ITA, FRA, GBR",,,WESTERN EUROPE,325
T329,RED BRIGADE,0,TP76,G162,0,0,0,0,,1974,1990,1984,1974,,1990,,ITA,ITA,"ITA, FRA, GBR",,,WESTERN EUROPE,325
T330,NEW REVOLUTIONARY ALTERNATIVE (NRA),1,TP3649,G2544,0,0,0,0,,1996,1999,1999,1999,,1999,,RUS,RUS,RUS,,,RUSSIA & THE NEWLY INDEPENDENT STATES (NIS),365
T330,NEW REVOLUTIONARY ALTERNATIVE,0,TP3649,G2544,0,0,0,0,,1996,1999,1999,1999,,1999,,RUS,RUS,RUS,,,RUSSIA & THE NEWLY INDEPENDENT STATES (NIS),365
T330,NEW REVOLUTIONARY INITIATIVE,0,TP3649,G2544,0,0,0,0,,1996,1999,1999,1999,,1999,,RUS,RUS,RUS,,,RUSSIA & THE NEWLY INDEPENDENT STATES (NIS),365
T330,NOVAYA REVOLUTSIONAYA ALTERNATIVA,0,TP3649,G2544,0,0,0,0,,1996,1999,1999,1999,,1999,,RUS,RUS,RUS,,,RUSSIA & THE NEWLY INDEPENDENT STATES (NIS),365
T331,NEW REVOLUTIONARY POPULAR STRUGGLE (NELA),1,TP77,G2545,0,0,0,0,,2002,2002,,2002,,2002,,GRC,GRC,GRC,,,WESTERN EUROPE,350
T331,NEOS EPANASTATIKOS LAIKOS AGONAS,0,TP77,G2545,0,0,0,0,,2002,2002,,2002,,2002,,GRC,GRC,GRC,,,WESTERN EUROPE,350
T332,NIGHT AVENGERS,1,TP3650,0,0,0,0,0,,1997,0,1997,,,,,HND,HND,,,,CENTRAL AMERICA & CARIBBEAN,91
T332,LOS JUSTICIEROS DE LA NOCHE,0,TP3650,0,0,0,0,0,,1997,0,1997,,,,,HND,HND,,,,CENTRAL AMERICA & CARIBBEAN,91
T332,THE AVENGERS,0,TP3650,0,0,0,0,0,,1997,0,1997,,,,,HND,HND,,,,CENTRAL AMERICA & CARIBBEAN,91
T333,NIHILISTS FACTION,1,TP4164,G3013,0,0,0,0,,1996,2009,,1996,,2009,,GRC,GRC,GRC,,,WESTERN EUROPE,350
T333,FRAXIA MIDHENISTON,0,TP4164,G3013,0,0,0,0,,1996,2009,,1996,,2009,,GRC,GRC,GRC,,,WESTERN EUROPE,350
T334,NINTH OF JUNE ORGANIZATION,1,TP260,0,0,0,0,0,,0,0,,,,,,FRA,FRA,,,,WESTERN EUROPE,220
T334,NINTH OF JUNE,0,TP260,0,0,0,0,0,,0,0,,,,,,FRA,FRA,,,,WESTERN EUROPE,220
T335,CHILDREN OF NOVEMBER,1,0,G327,0,0,0,0,,1996,1999,,1996,,1999,,GRC,,GRC,,,WESTERN EUROPE,350
T335,NOVEMBER'S CHILDREN,0,0,G327,0,0,0,0,,1996,1999,,1996,,1999,,GRC,,GRC,,,WESTERN EUROPE,350
T336,NUCLEI ARMATI COMUNISTA,1,TP4168,0,0,0,0,0,,0,0,,,,,,ITA,ITA,,,,WESTERN EUROPE,325
T337,NUCLEI COMMUNIST COMBATANTS,1,TP4169,0,0,0,0,0,,0,0,,,,,,ITA,ITA,,,,WESTERN EUROPE,325
T338,NUCLEI FOR PROMOTING TOTAL CATASTROPHE,1,TP4170,0,0,0,0,0,,2004,0,,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T338,PIRINAS PROOTHISIS OLOKLIROTIKON KATASTROFON,0,TP4170,0,0,0,0,0,,2004,0,,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T339,PUERTO RICAN RESISTANCE MOVEMENT,1,TP4218,G1738,0,0,0,0,,1970,1971,1981,1970,,1971,,USA,"PRI, USA",USA,,,NORTH AMERICA,2
T340,ANTI-COMMUNIST COMMAND (KAK),1,0,G2306,0,0,0,0,,2000,2000,,2000,,2000,,IDN,,IDN,,,SOUTHEAST ASIA,850
T340,ANTI-COMMUNIST COMMAND,0,0,G2306,0,0,0,0,,2000,2000,,2000,,2000,,IDN,,IDN,,,SOUTHEAST ASIA,850
T341,"""21 JUNE""",1,TP3542,0,0,0,0,0,,2003,0,2003,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T341,21-Jun,0,TP3542,0,0,0,0,0,,2003,0,2003,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T341,41446,0,TP3542,0,0,0,0,0,,2003,0,2003,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T342,23RD OF SEPTEMBER COMMUNIST LEAGUE,1,TP3901,G1442,0,0,0,0,,1970,1980,1973,1970,,1980,,MEX,MEX,MEX,,,NORTH AMERICA,70
T342,LA LIGA,0,TP3901,G1442,0,0,0,0,,1970,1980,1973,1970,,1980,,MEX,MEX,MEX,,,NORTH AMERICA,70
T342,LIGA 23 DE SEPTIEMBRE,0,TP3901,G1442,0,0,0,0,,1970,1980,1973,1970,,1980,,MEX,MEX,MEX,,,NORTH AMERICA,70
T342,LIGA COMUNISTA 23 DE SEPTIEMBRE (LC-23S),0,TP3901,G1442,0,0,0,0,,1970,1980,1973,1970,,1980,,MEX,MEX,MEX,,,NORTH AMERICA,70
T343,28 MAY ARMENIAN ORGANIZATION,1,TP266,G1651,0,0,0,0,,1977,1977,,1977,,1977,,TUR,TUR,TUR,,,MIDDLE EAST & NORTH AFRICA,640
T344,FIGHTING ECOLOGIST MOVEMENT (GREECE),1,TP4369,0,0,0,0,0,,0,0,,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T344,FIGHTING ECOLOGIST ACTIVISIM,0,TP4369,0,0,0,0,0,,0,0,,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T344,FIGHTING ECOLOGIST ACTIVISM,0,TP4369,0,0,0,0,0,,0,0,,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T344,FIGHTING ECOLOGIST ACTIVISM (FEA),0,TP4369,0,0,0,0,0,,0,0,,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T345,AL-QA'IDA IN IRAQ (TAWHID AND JIHAD),1,0,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL QAEDA IN IRAQ,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL QAEDA IN IRAQ (AQI),0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL QAEDA IN MESOPOTAMIA,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL QAIDA IN IRAQ,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL QAIDA IN IRAQ (AQI),0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL QAIDA IN MESOPOTAMIA,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-BARA BIN MALEK BRIGADES,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-BARA BIN MALEK MARTYRS' BRIGADES,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QA`IDA IN IRAQ,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QAEDA IN IRAQ,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QAEDA IN IRAQ (AQI),0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QAEDA IN MESOPOTAMIA,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QAEDA IN THE LAND OF TWO RIVERS,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QAEDA ORGANIZATION IN THE LAND OF THE TWO RIVERS,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QAEDA ORGANIZATION IN THE LAND OF TWO RIVERS,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,"AL-QAEDA ORGANIZATION IN THE LAND OF TWO RIVERS, TAWHID AND JIHAD",0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QAIDA IN IRAQ,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QA'IDA IN IRAQ,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QAIDA IN IRAQ (AQI),0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-QAIDA IN MESOPOTAMIA,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-TAWHEED WAL-JIHAD,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-TAWHID,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,AL-ZARQAWI NETWORK,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,GROUP OF MONOTHEISM AND JIHAD,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,JAMA'AT AL-TAWHID WA'AL-JIHAD (JTJ),0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,JAMAAT AL-TAWHID WAL-JIHAD,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,JAMA'AT AL-TAWHID WAL-JIHAD,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,MONOTHEISM AND HOLY STRUGGLE,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,ORGANIZATION OF JIHADS BASE IN MESOPOTAMIA,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,ORGANIZATION OF JIHAD'S BASE IN MESOPOTAMIA,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,ORGANIZATION OF JIHAD'S BASE IN THE COUNTRY OF THE TWO RIVERS,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,TANZIM QAIDAT AL-JIHAD FI BILAD AL-RAFIDAYN,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,TANZIM QA'IDAT AL-JIHAD FI BILAD AL-RAFIDAYN,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T345,UNIFICATION AND JIHAD,0,TP4338,G3030,1,U1076,0,0,,1990,2012,1990S,2002,,2012,,IRQ,IRQ,"IRQ, JOR, JOR, SYR, GBR",,,MIDDLE EAST & NORTH AFRICA,645
T346,ABDULLAH AZZAM BRIGADES,1,TP4561,G2254,0,0,0,0,,2004,2012,,2004,,2012,,EGY,"EGY, JOR, SYR","EGY, JOR, PAK",,,MIDDLE EAST & NORTH AFRICA,651
T346,AL-QAEDA IN THE LEVANT AND EGYPT,0,TP4561,G2254,0,0,0,0,,2004,2012,,2004,,2012,,EGY,"EGY, JOR, SYR","EGY, JOR, PAK",,,MIDDLE EAST & NORTH AFRICA,651
T346,AL-QAIDA IN SYRIA AND EGYPT,0,TP4561,G2254,0,0,0,0,,2004,2012,,2004,,2012,,EGY,"EGY, JOR, SYR","EGY, JOR, PAK",,,MIDDLE EAST & NORTH AFRICA,651
T346,AL-QA'IDAH ORGANIZATION - THE LAND OF AL-SHAM AND AL-KANANAH,0,TP4561,G2254,0,0,0,0,,2004,2012,,2004,,2012,,EGY,"EGY, JOR, SYR","EGY, JOR, PAK",,,MIDDLE EAST & NORTH AFRICA,651
T346,BATTALION OF THE MARTYR ABDULLAH AZZAM,0,TP4561,G2254,0,0,0,0,,2004,2012,,2004,,2012,,EGY,"EGY, JOR, SYR","EGY, JOR, PAK",,,MIDDLE EAST & NORTH AFRICA,651
T346,MARTYR ABDALLAH AZZAM BRIGADES,0,TP4561,G2254,0,0,0,0,,2004,2012,,2004,,2012,,EGY,"EGY, JOR, SYR","EGY, JOR, PAK",,,MIDDLE EAST & NORTH AFRICA,651
T346,TANZIM AL-QAIDA FI BALAD ASH-SHAM WA ARD AL-KINANAH,0,TP4561,G2254,0,0,0,0,,2004,2012,,2004,,2012,,EGY,"EGY, JOR, SYR","EGY, JOR, PAK",,,MIDDLE EAST & NORTH AFRICA,651
T347,OKLAHOMA CITY BOMBING CONSPIRATORS,1,TP3740,0,0,0,0,0,,0,0,,,,,,USA,USA,,,,NORTH AMERICA,2
T348,OKLAHOMA CONSTITUTIONAL MILITIA,1,TP3243,0,0,0,0,0,,1994,0,1994,,,,,USA,USA,,,,NORTH AMERICA,2
T348,UNIVERSAL CHURCH OF GOD,0,TP3243,0,0,0,0,0,,1994,0,1994,,,,,USA,USA,,,,NORTH AMERICA,2
T349,OMEGA-7,1,TP3236,G1396,0,0,0,0,,1974,1983,1974,1975,,1983,,USA,USA,"USA, PRI, CAN",,,NORTH AMERICA,2
T350,OPR-33,1,TP4172,G3014,0,0,0,0,,1971,1972,1971,1972,,1972,,URY,"ARG, URY",URY,,,SOUTH AMERICA,165
T350,ORGANIZACI¢N POPULAR REVOLUCIONARIA - 33,0,TP4172,G3014,0,0,0,0,,1971,1972,1971,1972,,1972,,URY,"ARG, URY",URY,,,SOUTH AMERICA,165
T351,ORANGE VOLUNTEERS (OV),1,TP79,G2552,0,0,0,0,,1990,2010,1970S,1998,,2009,,GBR,GBR,GBR,,,WESTERN EUROPE,200
T351,ORANGE VOLUNTEERS,0,TP79,G2552,0,0,0,0,,1990,2010,1970S,1998,,2009,,GBR,GBR,GBR,,,WESTERN EUROPE,200
T352,THE ORDER,1,TP120,G2193,0,0,0,0,,1982,1984,1982,1983,,1984,,USA,USA,USA,,,NORTH AMERICA,2
T352,BRUDERS SCHWEIDEN,0,TP120,G2193,0,0,0,0,,1982,1984,1982,1983,,1984,,USA,USA,USA,,,NORTH AMERICA,2
T352,THE ORDER (SILENT BROTHERHOOD),0,TP120,G2193,0,0,0,0,,1982,1984,1982,1983,,1984,,USA,USA,USA,,,NORTH AMERICA,2
T352,THE SILENT BROTHERHOOD,0,TP120,G2193,0,0,0,0,,1982,1984,1982,1983,,1984,,USA,USA,USA,,,NORTH AMERICA,2
T352,WHITE AMERICAN BASTION,0,TP120,G2193,0,0,0,0,,1982,1984,1982,1983,,1984,,USA,USA,USA,,,NORTH AMERICA,2
T353,ORLY ORGANIZATION,1,TP261,G1266,0,0,0,0,,1981,1983,,1981,,1983,,FRA,FRA,"FRA, LBN, IRN",,,WESTERN EUROPE,220
T354,OROMO LIBERATION FRONT,1,TP3651,G812,0,U1404,0,0,,1977,2012,,1992,1977,2011,2012,ETH,"ETH, SOM","ETH, KEN",ETH,,SUB-SAHARAN AFRICA,530
T354,OROMO LIBERATION FRONT (OLF),0,TP3651,G812,0,U1404,0,0,,1977,2012,,1992,1977,2011,2012,ETH,"ETH, SOM","ETH, KEN",ETH,,SUB-SAHARAN AFRICA,530
T355,OVERTHROWN ANARCHIST FACTION,1,TP80,0,0,0,0,0,,2000,0,,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T356,POPULAR JUSTICE,1,TP4208,0,0,0,0,0,,2003,0,,,,,,GRC,GRC,,,,WESTERN EUROPE,350
T357,PURBO BANGLAR COMMUNIST PARTY,1,TP3655,G158,0,U1666,0,0,,1993,2011,,1995,1993,2011,2005,BGD,BGD,BGD,BGD,,SOUTH ASIA,771
T357,PURBO BANGLAR COMMUNIST PARTY (PBCP),0,TP3655,G158,0,U1666,0,0,,1993,2011,,1995,1993,2011,2005,BGD,BGD,BGD,BGD,,SOUTH ASIA,771
T358,PADANIAN ARMED SEPARATIST PHALANX (FASP),1,TP81,0,0,0,0,0,,1998,0,,,,,,ITA,,,,,WESTERN EUROPE,325
